,negative,positive,total
dizz,0.0,1.0,1.0
dizzi,8.0,9.0,17.0
dj,8.0,14.0,22.0
django,0.0,1.0,1.0
djarchetyp,1.0,0.0,1.0
djimon,1.0,0.0,1.0
djs,1.0,0.0,1.0
djslurp,0.0,1.0,1.0
djuna,0.0,1.0,1.0
dk,1.0,0.0,1.0
dkuhlmann,1.0,0.0,1.0
dl,1.0,2.0,3.0
dling,0.0,1.0,1.0
dlink,3.0,0.0,3.0
dm,5.0,6.0,11.0
dmb,0.0,2.0,2.0
dmc,1.0,0.0,1.0
dmca,1.0,0.0,1.0
dmr,0.0,1.0,1.0
dmtl,1.0,0.0,1.0
dmx,9.0,1.0,10.0
dna,1.0,4.0,5.0
dnb,0.0,1.0,1.0
dnd,0.0,2.0,2.0
dnr,1.0,0.0,1.0
dns,0.0,1.0,1.0
dnt,0.0,2.0,2.0
do,10696.0,5831.0,16527.0
doa,9.0,2.0,11.0
doabl,0.0,5.0,5.0
dobbi,2.0,1.0,3.0
dobbin,0.0,1.0,1.0
dobl,0.0,1.0,1.0
dobro,0.0,1.0,1.0
doc,3.0,4.0,7.0
docil,1.0,0.0,1.0
dock,15.0,6.0,21.0
docor,0.0,1.0,1.0
doctor,7.0,8.0,15.0
doctorow,0.0,1.0,1.0
doctrin,2.0,1.0,3.0
docudrama,1.0,0.0,1.0
document,23.0,28.0,51.0
documentari,57.0,37.0,94.0
documentarian,0.0,1.0,1.0
dodd,1.0,0.0,1.0
dodg,4.0,4.0,8.0
dodgi,2.0,1.0,3.0
dodi,0.0,1.0,1.0
dodo,1.0,1.0,2.0
doe,4465.0,2764.0,7229.0
doen,2.0,2.0,4.0
doenst,0.0,1.0,1.0
doent,1.0,0.0,1.0
doesent,5.0,0.0,5.0
doesn,4.0,4.0,8.0
doesnot,0.0,1.0,1.0
doesnt,88.0,50.0,138.0
doest,2.0,1.0,3.0
dog,46.0,42.0,88.0
dogbest,1.0,0.0,1.0
dogear,0.0,1.0,1.0
dogfight,1.0,0.0,1.0
dogg,1.0,1.0,2.0
doggi,0.0,2.0,2.0
doggpound,1.0,0.0,1.0
doggystyl,1.0,0.0,1.0
dogmat,3.0,4.0,7.0
dogread,0.0,2.0,2.0
dogz,1.0,0.0,1.0
doh,1.0,0.0,1.0
dohnanyi,0.0,1.0,1.0
doig,2.0,0.0,2.0
doili,0.0,1.0,1.0
doin,2.0,3.0,5.0
doingamerican,1.0,0.0,1.0
doingyour,0.0,1.0,1.0
dokken,5.0,2.0,7.0
dola,1.0,0.0,1.0
dolan,1.0,0.0,1.0
dolbi,15.0,5.0,20.0
dolbl,0.0,1.0,1.0
dole,2.0,2.0,4.0
doli,1.0,0.0,1.0
dolittl,0.0,1.0,1.0
doll,9.0,6.0,15.0
dolli,2.0,18.0,20.0
dolor,2.0,0.0,2.0
dolph,2.0,0.0,2.0
dolphin,1.0,5.0,6.0
dom,1.0,0.0,1.0
domain,2.0,1.0,3.0
domanick,1.0,0.0,1.0
dombra,0.0,1.0,1.0
dome,1.0,1.0,2.0
domest,11.0,18.0,29.0
domin,28.0,32.0,60.0
domingo,3.0,1.0,4.0
domini,0.0,1.0,1.0
dominican,0.0,5.0,5.0
dominiqu,1.0,0.0,1.0
domino,0.0,2.0,2.0
dommag,1.0,0.0,1.0
domsest,1.0,0.0,1.0
don,36.0,39.0,75.0
donaghi,0.0,1.0,1.0
donal,1.0,2.0,3.0
donald,7.0,10.0,17.0
donaldson,0.0,2.0,2.0
donat,42.0,3.0,45.0
donatello,0.0,1.0,1.0
dond,1.0,1.0,2.0
done,787.0,832.0,1619.0
donewould,0.0,1.0,1.0
dong,1.0,1.0,2.0
donizetti,0.0,1.0,1.0
donkey,4.0,3.0,7.0
donleavey,1.0,0.0,1.0
donleavi,1.0,3.0,4.0
donn,2.0,0.0,2.0
donna,2.0,2.0,4.0
donnant,1.0,0.0,1.0
donnel,1.0,0.0,1.0
donnelli,0.0,2.0,2.0
donni,1.0,6.0,7.0
donno,0.0,1.0,1.0
donot,3.0,1.0,4.0
donovan,1.0,0.0,1.0
dont,412.0,184.0,596.0
doo,3.0,3.0,6.0
doodl,3.0,0.0,3.0
doofr,1.0,0.0,1.0
dooki,1.0,1.0,2.0
dooley,1.0,0.0,1.0
doolittl,0.0,1.0,1.0
doom,11.0,14.0,25.0
doomsday,2.0,2.0,4.0
door,8.0,11.0,19.0
doorbust,0.0,1.0,1.0
doorcan,1.0,0.0,1.0
doorknob,0.0,1.0,1.0
doormat,3.0,1.0,4.0
doorstop,1.0,0.0,1.0
doorway,0.0,1.0,1.0
doozi,1.0,1.0,2.0
dopa,1.0,0.0,1.0
dopamin,1.0,0.0,1.0
dope,3.0,3.0,6.0
dopest,0.0,1.0,1.0
dopey,4.0,0.0,4.0
dora,2.0,4.0,6.0
dorfman,1.0,0.0,1.0
dori,6.0,6.0,12.0
dorian,7.0,1.0,8.0
dorki,2.0,1.0,3.0
dorm,1.0,0.0,1.0
dormant,1.0,0.0,1.0
doro,0.0,1.0,1.0
dorothi,7.0,5.0,12.0
dos,7.0,9.0,16.0
dosadi,1.0,0.0,1.0
dose,6.0,8.0,14.0
dosen,10.0,3.0,13.0
dosent,5.0,5.0,10.0
dosn,5.0,2.0,7.0
dosnt,1.0,2.0,3.0
dostoevski,0.0,1.0,1.0
dostoyevski,0.0,1.0,1.0
dot,2.0,6.0,8.0
dotti,2.0,0.0,2.0
doubl,124.0,146.0,270.0
doublebil,1.0,0.0,1.0
doublecharg,1.0,0.0,1.0
doublecross,1.0,0.0,1.0
doubli,4.0,1.0,5.0
doubt,60.0,37.0,97.0
doubtful,1.0,0.0,1.0
doubtless,0.0,1.0,1.0
douch,1.0,0.0,1.0
doug,4.0,3.0,7.0
dougal,0.0,1.0,1.0
dough,4.0,6.0,10.0
doughti,0.0,1.0,1.0
dougla,2.0,6.0,8.0
douglass,1.0,0.0,1.0
doula,2.0,0.0,2.0
dour,1.0,0.0,1.0
dous,1.0,0.0,1.0
dove,6.0,5.0,11.0
dover,3.0,0.0,3.0
dovetail,0.0,1.0,1.0
dow,5.0,1.0,6.0
dowith,1.0,0.0,1.0
dowload,2.0,1.0,3.0
down,361.0,340.0,701.0
downer,1.0,1.0,2.0
downfal,0.0,2.0,2.0
downgrad,8.0,4.0,12.0
downhil,33.0,4.0,37.0
downi,0.0,1.0,1.0
download,191.0,90.0,281.0
downplay,1.0,0.0,1.0
downpressor,0.0,1.0,1.0
downright,50.0,11.0,61.0
downsampl,1.0,0.0,1.0
downsid,3.0,2.0,5.0
downsiz,0.0,2.0,2.0
downstair,4.0,3.0,7.0
downstream,2.0,0.0,2.0
downtempo,2.0,2.0,4.0
downth,2.0,0.0,2.0
downtown,2.0,6.0,8.0
downtownsal,0.0,1.0,1.0
downward,23.0,10.0,33.0
dowright,1.0,0.0,1.0
dowtun,1.0,0.0,1.0
doxen,0.0,1.0,1.0
doyl,2.0,8.0,10.0
doyou,1.0,0.0,1.0
doze,9.0,1.0,10.0
dozen,1.0,1.0,2.0
dp,3.0,0.0,3.0
dpi,1.0,0.0,1.0
dps,0.0,1.0,1.0
dr,48.0,87.0,135.0
draaaaaaag,0.0,1.0,1.0
draaaggg,1.0,0.0,1.0
drab,6.0,1.0,7.0
draconian,1.0,1.0,2.0
dracula,5.0,3.0,8.0
draculian,0.0,1.0,1.0
draft,6.0,1.0,7.0
drag,163.0,60.0,223.0
drage,2.0,0.0,2.0
draggggg,1.0,0.0,1.0
draggi,1.0,1.0,2.0
dragon,5.0,4.0,9.0
dragonbal,1.0,0.0,1.0
dragonballz,1.0,1.0,2.0
dragonl,1.0,1.0,2.0
dragonsong,0.0,1.0,1.0
draiman,0.0,1.0,1.0
drain,32.0,29.0,61.0
drainer,0.0,1.0,1.0
drake,2.0,2.0,4.0
drakkar,1.0,0.0,1.0
drama,7.0,12.0,19.0
dramact,1.0,0.0,1.0
dramadi,0.0,1.0,1.0
dramat,66.0,87.0,153.0
dramtic,2.0,0.0,2.0
drank,5.0,2.0,7.0
drape,3.0,4.0,7.0
drarv,1.0,0.0,1.0
drastic,11.0,11.0,22.0
draught,0.0,1.0,1.0
dravidian,0.0,1.0,1.0
draw,77.0,117.0,194.0
drawback,1.0,1.0,2.0
drawer,4.0,1.0,5.0
drawingscon,0.0,1.0,1.0
drawl,0.0,1.0,1.0
drawn,88.0,81.0,169.0
drawstr,0.0,2.0,2.0
dre,2.0,4.0,6.0
dread,110.0,14.0,124.0
dreadful,1.0,0.0,1.0
dream,31.0,73.0,104.0
dreamcast,3.0,1.0,4.0
dreamcatch,3.0,3.0,6.0
dreamer,1.0,3.0,4.0
dreamgirl,0.0,2.0,2.0
dreami,1.0,10.0,11.0
dreamin,1.0,0.0,1.0
dreamland,0.0,2.0,2.0
dreamlik,1.0,4.0,5.0
dreampop,0.0,1.0,1.0
dreamsgirl,0.0,1.0,1.0
dreamt,1.0,2.0,3.0
dreamtim,0.0,1.0,1.0
dreamwork,1.0,2.0,3.0
dreari,26.0,8.0,34.0
dreariest,1.0,0.0,1.0
drearili,1.0,0.0,1.0
dreck,2.0,0.0,2.0
dred,1.0,1.0,2.0
drede,0.0,1.0,1.0
dredg,6.0,1.0,7.0
drees,1.0,0.0,1.0
dreft,0.0,1.0,1.0
dreg,1.0,0.0,1.0
dreman,0.0,2.0,2.0
dremel,1.0,2.0,3.0
dren,1.0,0.0,1.0
drench,11.0,1.0,12.0
dresden,2.0,3.0,5.0
dress,46.0,41.0,87.0
dresser,1.0,1.0,2.0
dressi,0.0,3.0,3.0
drew,13.0,27.0,40.0
dri,328.0,211.0,539.0
dribbl,16.0,0.0,16.0
drier,3.0,2.0,5.0
driest,1.0,0.0,1.0
drift,10.0,13.0,23.0
drifter,2.0,1.0,3.0
dright,1.0,0.0,1.0
drigv,1.0,0.0,1.0
drill,40.0,26.0,66.0
drink,80.0,79.0,159.0
drinkabl,1.0,1.0,2.0
drip,20.0,14.0,34.0
drippi,1.0,0.0,1.0
driscol,0.0,1.0,1.0
drivabl,0.0,1.0,1.0
drive,144.0,160.0,304.0
drivel,13.0,0.0,13.0
driven,27.0,56.0,83.0
driver,11.0,6.0,17.0
driveway,0.0,1.0,1.0
drizt,0.0,1.0,1.0
drm,4.0,0.0,4.0
droll,1.0,0.0,1.0
drolli,0.0,1.0,1.0
drone,6.0,6.0,12.0
drool,5.0,3.0,8.0
droop,4.0,0.0,4.0
drop,171.0,115.0,286.0
drope,2.0,0.0,2.0
dropkick,2.0,0.0,2.0
dropout,1.0,0.0,1.0
droppet,0.0,1.0,1.0
droppin,1.0,2.0,3.0
dropsth,0.0,1.0,1.0
drove,17.0,12.0,29.0
drown,31.0,16.0,47.0
drowndeep,0.0,1.0,1.0
drowsi,1.0,0.0,1.0
dru,1.0,0.0,1.0
drublic,0.0,1.0,1.0
drudg,6.0,1.0,7.0
drudger,1.0,0.0,1.0
drufan,0.0,1.0,1.0
drug,5.0,1.0,6.0
druge,1.0,0.0,1.0
druggi,0.0,1.0,1.0
drugstor,3.0,1.0,4.0
drum,14.0,22.0,36.0
drume,0.0,2.0,2.0
drummer,6.0,4.0,10.0
drummond,1.0,0.0,1.0
drunk,18.0,9.0,27.0
drunkard,0.0,1.0,1.0
drunken,14.0,7.0,21.0
dryad,1.0,0.0,1.0
dryden,1.0,1.0,2.0
dryer,2.0,1.0,3.0
dryerbought,1.0,0.0,1.0
dryerhousehold,1.0,0.0,1.0
dryest,0.0,1.0,1.0
drys,2.0,2.0,4.0
drywal,1.0,3.0,4.0
ds,6.0,4.0,10.0
dsc,1.0,0.0,1.0
dsd,1.0,0.0,1.0
dsgb,1.0,0.0,1.0
dsl,1.0,0.0,1.0
dslr,1.0,3.0,4.0
dsotm,0.0,2.0,2.0
dsub,0.0,1.0,1.0
dt,1.0,0.0,1.0
dtd,1.0,0.0,1.0
dthis,0.0,1.0,1.0
dts,20.0,4.0,24.0
dtsthis,1.0,0.0,1.0
du,7.0,7.0,14.0
dual,43.0,32.0,75.0
dualit,2.0,0.0,2.0
dualli,1.0,0.0,1.0
duan,0.0,1.0,1.0
dub,32.0,19.0,51.0
dubar,1.0,0.0,1.0
dubb,0.0,1.0,1.0
dubbi,1.0,0.0,1.0
dubious,22.0,5.0,27.0
dublin,2.0,0.0,2.0
dubstar,0.0,1.0,1.0
duchovni,1.0,0.0,1.0
duck,3.0,3.0,6.0
duckl,1.0,3.0,4.0
duct,4.0,2.0,6.0
dud,22.0,2.0,24.0
duda,0.0,1.0,1.0
dude,7.0,12.0,19.0
dudesalma,0.0,1.0,1.0
dudley,0.0,1.0,1.0
due,284.0,201.0,485.0
duel,1.0,3.0,4.0
duend,0.0,1.0,1.0
duet,3.0,8.0,11.0
duff,1.0,3.0,4.0
duffel,0.0,1.0,1.0
dug,6.0,8.0,14.0
duh,4.0,3.0,7.0
duke,16.0,14.0,30.0
dulaney,1.0,0.0,1.0
duli,2.0,3.0,5.0
dull,296.0,48.0,344.0
duller,2.0,0.0,2.0
dullest,8.0,1.0,9.0
dulli,2.0,1.0,3.0
dulliest,1.0,0.0,1.0
dullsvill,1.0,0.0,1.0
dum,0.0,1.0,1.0
duma,2.0,1.0,3.0
dumb,216.0,38.0,254.0
dumbbel,1.0,0.0,1.0
dumber,10.0,1.0,11.0
dumbest,29.0,1.0,30.0
dumbfound,6.0,2.0,8.0
dumbledor,2.0,0.0,2.0
dumbsong,1.0,0.0,1.0
dumdest,2.0,0.0,2.0
dumfound,1.0,0.0,1.0
dummi,11.0,1.0,12.0
dump,47.0,26.0,73.0
dumpi,1.0,0.0,1.0
dumpl,1.0,0.0,1.0
dumpster,1.0,0.0,1.0
dumptymari,0.0,1.0,1.0
dun,0.0,3.0,3.0
dunaway,1.0,0.0,1.0
dunbar,2.0,1.0,3.0
dunc,1.0,1.0,2.0
duncan,5.0,5.0,10.0
dune,11.0,14.0,25.0
dungare,0.0,1.0,1.0
dungeon,1.0,0.0,1.0
dungheap,1.0,0.0,1.0
dunhil,1.0,0.0,1.0
dunit,2.0,0.0,2.0
dunk,1.0,2.0,3.0
dunlap,1.0,0.0,1.0
dunn,3.0,2.0,5.0
dunnigan,0.0,2.0,2.0
dunnit,2.0,4.0,6.0
dunno,4.0,2.0,6.0
dunst,0.0,2.0,2.0
dunwich,1.0,0.0,1.0
dunworthi,0.0,1.0,1.0
duo,0.0,3.0,3.0
duofold,1.0,0.0,1.0
duomax,0.0,1.0,1.0
dupe,16.0,2.0,18.0
duplex,0.0,1.0,1.0
duplic,17.0,16.0,33.0
duplicit,1.0,2.0,3.0
dupplic,1.0,0.0,1.0
dupre,0.0,1.0,1.0
dur,1.0,0.0,1.0
dura,1.0,1.0,2.0
durabal,0.0,1.0,1.0
durabl,86.0,194.0,280.0
duracel,3.0,0.0,3.0
durald,1.0,0.0,1.0
duran,1.0,7.0,8.0
durant,0.0,7.0,7.0
durat,1.0,0.0,1.0
durbal,1.0,0.0,1.0
durcal,0.0,1.0,1.0
dure,0.0,1.0,1.0
duress,1.0,0.0,1.0
durham,1.0,0.0,1.0
duribl,0.0,1.0,1.0
durin,0.0,1.0,1.0
duringmi,0.0,1.0,1.0
duringworld,0.0,1.0,1.0
durker,1.0,0.0,1.0
durn,0.0,3.0,3.0
durrabl,1.0,0.0,1.0
dursleysentir,1.0,0.0,1.0
durst,1.0,0.0,1.0
dus,1.0,0.0,1.0
dusan,1.0,0.0,1.0
dushku,1.0,1.0,2.0
dusk,0.0,1.0,1.0
duski,0.0,2.0,2.0
dust,17.0,22.0,39.0
dusti,6.0,4.0,10.0
dustin,3.0,4.0,7.0
dutch,6.0,9.0,15.0
dutchess,0.0,1.0,1.0
duti,1.0,1.0,2.0
dutton,1.0,0.0,1.0
duttonlab,1.0,0.0,1.0
duuddde,0.0,1.0,1.0
duuuuh,0.0,1.0,1.0
duval,2.0,3.0,5.0
duwich,1.0,0.0,1.0
dv,6.0,2.0,8.0
dvd,345.0,217.0,562.0
dvda,0.0,1.0,1.0
dvds,17.0,12.0,29.0
dvdsconstant,1.0,0.0,1.0
dvi,4.0,0.0,4.0
dvorak,0.0,2.0,2.0
dvp,1.0,1.0,2.0
dvr,1.0,0.0,1.0
dw,0.0,1.0,1.0
dwarf,3.0,2.0,5.0
dwarv,1.0,0.0,1.0
dwarven,0.0,1.0,1.0
dwayn,1.0,1.0,2.0
dwell,7.0,7.0,14.0
dwight,2.0,2.0,4.0
dwightyoakamacoust,1.0,0.0,1.0
dwindl,2.0,0.0,2.0
dwl,2.0,0.0,2.0
dx,2.0,2.0,4.0
dxi,0.0,1.0,1.0
dy,4.0,2.0,6.0
dye,3.0,5.0,8.0
dylan,2.0,14.0,16.0
dynah,1.0,0.0,1.0
dynam,15.0,39.0,54.0
dynamit,7.0,2.0,9.0
dynast,1.0,0.0,1.0
dynasti,3.0,1.0,4.0
dysfunct,14.0,9.0,23.0
dyslex,0.0,1.0,1.0
dyslexia,1.0,0.0,1.0
dyson,5.0,1.0,6.0
dystop,0.0,1.0,1.0
dystopian,4.0,11.0,15.0
ea,8.0,5.0,13.0
eachc,1.0,0.0,1.0
eachhoureachsecond,0.0,1.0,1.0
eachoth,1.0,5.0,6.0
eachother,1.0,0.0,1.0
eager,61.0,40.0,101.0
eagl,0.0,3.0,3.0
eaither,0.0,1.0,1.0
ealier,0.0,1.0,1.0
eall,0.0,1.0,1.0
ealri,0.0,1.0,1.0
ear,77.0,46.0,123.0
earbud,9.0,2.0,11.0
earbudsi,1.0,0.0,1.0
eargel,1.0,0.0,1.0
earhol,0.0,1.0,1.0
earili,2.0,0.0,2.0
earl,7.0,7.0,14.0
earlen,1.0,0.0,1.0
earli,308.0,445.0,753.0
earlier,174.0,177.0,351.0
earliest,6.0,10.0,16.0
earmark,0.0,1.0,1.0
earn,90.0,42.0,132.0
earnest,7.0,6.0,13.0
earp,0.0,1.0,1.0
earphon,3.0,0.0,3.0
earpiec,0.0,1.0,1.0
earring,2.0,1.0,3.0
earth,23.0,61.0,84.0
eartha,1.0,0.0,1.0
earthday,0.0,1.0,1.0
earthi,2.0,4.0,6.0
earthl,2.0,3.0,5.0
earthnuff,1.0,0.0,1.0
earthsea,1.0,0.0,1.0
earthshak,0.0,1.0,1.0
earthshatt,1.0,1.0,2.0
earthway,1.0,1.0,2.0
eas,9.0,13.0,22.0
eascap,0.0,1.0,1.0
easey,1.0,0.0,1.0
easi,548.0,1814.0,2362.0
easier,93.0,216.0,309.0
easiest,8.0,23.0,31.0
easili,410.0,485.0,895.0
easiliy,0.0,1.0,1.0
easilli,1.0,1.0,2.0
easiyl,0.0,1.0,1.0
easli,0.0,4.0,4.0
easlili,1.0,0.0,1.0
easliy,0.0,1.0,1.0
east,17.0,32.0,49.0
eastbay,1.0,0.0,1.0
easter,4.0,4.0,8.0
eastern,25.0,47.0,72.0
easton,1.0,0.0,1.0
eastwood,3.0,0.0,3.0
easuli,1.0,0.0,1.0
easyfor,0.0,1.0,1.0
easylift,1.0,0.0,1.0
easyread,0.0,1.0,1.0
easyto,0.0,1.0,1.0
eat,238.0,155.0,393.0
eaten,19.0,15.0,34.0
eater,0.0,1.0,1.0
eath,0.0,1.0,1.0
eatin,1.0,0.0,1.0
eatza,0.0,1.0,1.0
eau,1.0,0.0,1.0
eav,0.0,1.0,1.0
eavesdrop,0.0,2.0,2.0
eazi,0.0,1.0,1.0
eb,3.0,2.0,5.0
eban,1.0,0.0,1.0
ebay,18.0,3.0,21.0
ebb,0.0,1.0,1.0
ebeneez,0.0,1.0,1.0
ebersol,0.0,1.0,1.0
ebert,4.0,3.0,7.0
eboflb,0.0,1.0,1.0
ebook,6.0,1.0,7.0
ebooksystem,1.0,0.0,1.0
ebulli,1.0,1.0,2.0
ec,1.0,0.0,1.0
eccentr,12.0,20.0,32.0
eccit,1.0,0.0,1.0
eccl,0.0,1.0,1.0
ecclect,0.0,3.0,3.0
ecclesi,0.0,1.0,1.0
ecclesiast,1.0,0.0,1.0
ecclet,0.0,1.0,1.0
ecel,0.0,1.0,1.0
ecelct,0.0,1.0,1.0
echinacea,2.0,0.0,2.0
echo,23.0,17.0,40.0
echoey,1.0,0.0,1.0
ecial,0.0,1.0,1.0
eckhart,1.0,2.0,3.0
eckley,0.0,1.0,1.0
eckstin,0.0,1.0,1.0
eclat,1.0,0.0,1.0
eclect,5.0,21.0,26.0
eclips,3.0,0.0,3.0
ecliptica,1.0,0.0,1.0
eclisp,0.0,1.0,1.0
ecm,0.0,1.0,1.0
eco,8.0,1.0,9.0
econ,1.0,0.0,1.0
econm,0.0,1.0,1.0
econom,27.0,60.0,87.0
econometr,0.0,1.0,1.0
ecoutez,0.0,1.0,1.0
ecspeci,0.0,2.0,2.0
ecspeciali,0.0,1.0,1.0
ecsquisit,0.0,1.0,1.0
ecstasi,0.0,1.0,1.0
ecstat,2.0,7.0,9.0
ect,6.0,11.0,17.0
ecu,0.0,1.0,1.0
ecumen,0.0,2.0,2.0
ecxel,0.0,3.0,3.0
ed,27.0,21.0,48.0
edan,0.0,1.0,1.0
eddi,12.0,31.0,43.0
eddison,1.0,0.0,1.0
eden,7.0,7.0,14.0
edg,12.0,24.0,36.0
edgar,1.0,2.0,3.0
edgeaft,1.0,0.0,1.0
edgeguard,0.0,1.0,1.0
edgethey,0.0,1.0,1.0
edgey,0.0,2.0,2.0
edgi,6.0,13.0,19.0
edgier,2.0,1.0,3.0
edi,0.0,3.0,3.0
edibl,8.0,1.0,9.0
edifi,1.0,3.0,4.0
edifiy,1.0,0.0,1.0
edinburgh,2.0,0.0,2.0
edit,256.0,97.0,353.0
edita,1.0,0.0,1.0
edith,7.0,4.0,11.0
editi,1.0,0.0,1.0
editionleft,1.0,0.0,1.0
editori,6.0,3.0,9.0
editus,0.0,1.0,1.0
edmeston,0.0,1.0,1.0
edmir,0.0,1.0,1.0
edmund,1.0,2.0,3.0
edna,2.0,0.0,2.0
edo,0.0,1.0,1.0
edogawa,0.0,1.0,1.0
edt,1.0,1.0,2.0
educ,90.0,139.0,229.0
educationchapt,0.0,1.0,1.0
educatonalor,1.0,0.0,1.0
edward,13.0,18.0,31.0
edwardian,0.0,3.0,3.0
edwin,0.0,1.0,1.0
ee,2.0,0.0,2.0
eebe,1.0,0.0,1.0
eee,1.0,0.0,1.0
eeee,0.0,1.0,1.0
eeeeeeevil,1.0,0.0,1.0
eeeeeevil,1.0,0.0,1.0
eeeewww,1.0,0.0,1.0
eeir,0.0,1.0,1.0
eel,2.0,0.0,2.0
eem,1.0,0.0,1.0
eeri,5.0,17.0,22.0
eeric,1.0,0.0,1.0
eerier,0.0,1.0,1.0
eerili,1.0,6.0,7.0
eeven,1.0,0.0,1.0
eever,1.0,0.0,1.0
eeveryon,0.0,1.0,1.0
ef,1.0,2.0,3.0
efect,0.0,1.0,1.0
eff,1.0,0.0,1.0
effac,1.0,0.0,1.0
effaci,1.0,0.0,1.0
effeci,1.0,0.0,1.0
effect,110.0,170.0,280.0
effecti,0.0,1.0,1.0
effectivli,1.0,1.0,2.0
effectu,0.0,1.0,1.0
effertless,0.0,1.0,1.0
effet,1.0,0.0,1.0
efffici,0.0,1.0,1.0
effici,13.0,36.0,49.0
efficienlt,0.0,1.0,1.0
effiec,0.0,1.0,1.0
effiect,1.0,0.0,1.0
effort,0.0,1.0,1.0
effortless,3.0,24.0,27.0
effus,1.0,2.0,3.0
efl,1.0,0.0,1.0
efraim,0.0,1.0,1.0
eg,10.0,7.0,17.0
egad,1.0,0.0,1.0
egami,0.0,1.0,1.0
egan,0.0,1.0,1.0
egar,1.0,0.0,1.0
egdon,0.0,1.0,1.0
egeneralmed,1.0,0.0,1.0
egg,4.0,2.0,6.0
eggbert,0.0,1.0,1.0
eggplant,0.0,1.0,1.0
ego,11.0,2.0,13.0
egocentr,2.0,1.0,3.0
egoist,2.0,0.0,2.0
egomaniac,1.0,0.0,1.0
egotist,7.0,3.0,10.0
egoyan,0.0,1.0,1.0
egregi,16.0,0.0,16.0
egwen,2.0,0.0,2.0
egwenecross,1.0,0.0,1.0
egypt,3.0,3.0,6.0
egyptian,12.0,9.0,21.0
egyptolog,1.0,0.0,1.0
eh,13.0,7.0,20.0
ehat,2.0,0.0,2.0
ehci,0.0,1.0,1.0
ehh,3.0,0.0,3.0
ehhh,2.0,1.0,3.0
ehhhh,1.0,0.0,1.0
ehrenfeld,0.0,1.0,1.0
ehrlich,1.0,0.0,1.0
ehrlichman,1.0,0.0,1.0
ei,1.0,0.0,1.0
eid,1.0,0.0,1.0
eido,1.0,0.0,1.0
eifel,1.0,0.0,1.0
eiffel,0.0,3.0,3.0
eighteen,3.0,5.0,8.0
eighteenth,1.0,5.0,6.0
eighth,5.0,8.0,13.0
eighti,4.0,6.0,10.0
eileen,0.0,2.0,2.0
eilonwi,0.0,1.0,1.0
einstein,12.0,5.0,17.0
eisenberg,1.0,1.0,2.0
eisenhow,0.0,1.0,1.0
eisier,1.0,0.0,1.0
eisner,2.0,0.0,2.0
either,182.0,50.0,232.0
eithersuspici,1.0,0.0,1.0
eitherth,1.0,0.0,1.0
eitheryeah,0.0,1.0,1.0
ejacul,0.0,1.0,1.0
ejb,0.0,1.0,1.0
eject,23.0,5.0,28.0
ejemplo,1.0,0.0,1.0
ekdahl,1.0,0.0,1.0
el,19.0,33.0,52.0
ela,1.0,0.0,1.0
elaan,0.0,1.0,1.0
elaber,0.0,1.0,1.0
elabor,17.0,12.0,29.0
elain,0.0,2.0,2.0
elaps,0.0,1.0,1.0
elast,16.0,14.0,30.0
elasto,1.0,0.0,1.0
elat,2.0,3.0,5.0
elav,0.0,1.0,1.0
elayn,3.0,2.0,5.0
elbow,2.0,3.0,5.0
elcamino,0.0,1.0,1.0
elctric,1.0,0.0,1.0
elder,18.0,18.0,36.0
eldest,4.0,10.0,14.0
ele,0.0,1.0,1.0
eleanor,4.0,7.0,11.0
elect,13.0,8.0,21.0
election,1.0,0.0,1.0
electr,103.0,98.0,201.0
electra,1.0,1.0,2.0
electri,1.0,0.0,1.0
electrica,1.0,1.0,2.0
electrician,1.0,1.0,2.0
electricif,0.0,1.0,1.0
electrifi,1.0,10.0,11.0
electro,4.0,3.0,7.0
electrocandi,0.0,1.0,1.0
electrocut,2.0,0.0,2.0
electrodynam,1.0,0.0,1.0
electrolux,5.0,0.0,5.0
electrolyt,1.0,0.0,1.0
electromagnet,2.0,0.0,2.0
electron,66.0,68.0,134.0
electronica,2.0,3.0,5.0
electrostat,1.0,0.0,1.0
eleg,16.0,46.0,62.0
elegr,0.0,1.0,1.0
elektr,1.0,0.0,1.0
element,9.0,8.0,17.0
elementari,31.0,31.0,62.0
elementeri,1.0,0.0,1.0
elementsfavorit,0.0,1.0,1.0
elementsof,1.0,0.0,1.0
elemi,0.0,1.0,1.0
elena,2.0,0.0,2.0
eleph,10.0,11.0,21.0
elephantin,1.0,0.0,1.0
elequ,0.0,1.0,1.0
elessar,1.0,0.0,1.0
eletr,1.0,0.0,1.0
eletron,2.0,0.0,2.0
elev,16.0,15.0,31.0
eleven,13.0,14.0,27.0
eleventh,5.0,2.0,7.0
elf,1.0,0.0,1.0
elfman,0.0,3.0,3.0
elfo,0.0,1.0,1.0
elgar,0.0,2.0,2.0
elgin,1.0,1.0,2.0
elh,1.0,0.0,1.0
eli,4.0,20.0,24.0
elia,0.0,4.0,4.0
eliad,0.0,1.0,1.0
elicit,3.0,5.0,8.0
elig,4.0,2.0,6.0
elijah,0.0,2.0,2.0
elim,2.0,0.0,2.0
elimin,31.0,27.0,58.0
eliot,4.0,5.0,9.0
elisa,0.0,2.0,2.0
eliseo,0.0,1.0,1.0
elit,11.0,5.0,16.0
elitest,0.0,1.0,1.0
elitist,4.0,3.0,7.0
elito,0.0,1.0,1.0
elixir,1.0,0.0,1.0
