,negative,positive,total
contribut,136.0,167.0,303.0
contrit,1.0,6.0,7.0
contriv,361.0,138.0,499.0
control,219.0,295.0,514.0
controversi,123.0,209.0,332.0
controversialist,1.0,0.0,1.0
contruct,0.0,1.0,1.0
contus,1.0,0.0,1.0
convalesc,0.0,1.0,1.0
convalut,1.0,0.0,1.0
conven,1.0,1.0,2.0
conveni,147.0,48.0,195.0
convenienc,0.0,1.0,1.0
convent,82.0,173.0,255.0
conver,1.0,0.0,1.0
converg,6.0,9.0,15.0
convers,28.0,26.0,54.0
convert,71.0,63.0,134.0
convex,0.0,1.0,1.0
convey,222.0,354.0,576.0
convict,56.0,92.0,148.0
convieni,1.0,0.0,1.0
convient,1.0,0.0,1.0
convinc,959.0,989.0,1948.0
convivi,0.0,1.0,1.0
convok,0.0,1.0,1.0
convolut,145.0,69.0,214.0
convoy,1.0,2.0,3.0
convoyeur,0.0,2.0,2.0
convuls,6.0,8.0,14.0
conway,5.0,4.0,9.0
coo,4.0,4.0,8.0
coogan,3.0,3.0,6.0
cook,74.0,114.0,188.0
cookbook,0.0,2.0,2.0
cooki,14.0,2.0,16.0
cookoo,0.0,1.0,1.0
cool,871.0,845.0,1716.0
coolant,2.0,0.0,2.0
cooler,6.0,11.0,17.0
coolest,18.0,40.0,58.0
cooley,3.0,9.0,12.0
cooli,2.0,2.0,4.0
coolio,4.0,3.0,7.0
coolish,1.0,0.0,1.0
coolli,5.0,16.0,21.0
cooln,0.0,1.0,1.0
coomb,1.0,0.0,1.0
coonskin,0.0,6.0,6.0
coool,0.0,1.0,1.0
cooooo,0.0,1.0,1.0
coooool,1.0,0.0,1.0
coooper,0.0,1.0,1.0
coop,2.0,9.0,11.0
cooper,25.0,68.0,93.0
coordin,9.0,8.0,17.0
coot,0.0,3.0,3.0
coozeman,0.0,1.0,1.0
cop,162.0,125.0,287.0
cope,47.0,139.0,186.0
copeland,1.0,1.0,2.0
copernicus,1.0,0.0,1.0
copi,191.0,155.0,346.0
copiava,0.0,1.0,1.0
copious,26.0,17.0,43.0
copland,1.0,0.0,1.0
copperfield,1.0,0.0,1.0
coppi,1.0,0.0,1.0
coppola,6.0,18.0,24.0
coprophagi,1.0,0.0,1.0
coptic,2.0,0.0,2.0
copul,9.0,0.0,9.0
copybook,0.0,1.0,1.0
copycat,8.0,1.0,9.0
copyright,15.0,9.0,24.0
coquettish,3.0,2.0,5.0
cor,2.0,1.0,3.0
cora,2.0,2.0,4.0
corag,1.0,0.0,1.0
coral,2.0,5.0,7.0
coralin,2.0,1.0,3.0
corbet,2.0,0.0,2.0
corbett,2.0,24.0,26.0
corbi,0.0,4.0,4.0
corbin,6.0,7.0,13.0
corbomit,0.0,1.0,1.0
corbucci,0.0,3.0,3.0
corcoran,2.0,0.0,2.0
cord,0.0,1.0,1.0
corday,2.0,1.0,3.0
cordel,2.0,0.0,2.0
cordelia,1.0,0.0,1.0
cordial,3.0,4.0,7.0
cordless,0.0,1.0,1.0
cordoba,0.0,3.0,3.0
cordon,0.0,1.0,1.0
corduroy,1.0,0.0,1.0
core,9.0,14.0,23.0
corean,0.0,2.0,2.0
coreen,0.0,1.0,1.0
corelli,2.0,4.0,6.0
corenblith,1.0,0.0,1.0
corey,16.0,24.0,40.0
cori,2.0,4.0,6.0
corin,1.0,2.0,3.0
corina,1.0,0.0,1.0
corinn,1.0,5.0,6.0
corinthian,2.0,0.0,2.0
cork,1.0,1.0,2.0
corker,0.0,1.0,1.0
corki,15.0,5.0,20.0
corkscrew,4.0,0.0,4.0
corleon,3.0,0.0,3.0
corman,28.0,13.0,41.0
corn,0.0,2.0,2.0
cornbal,3.0,7.0,10.0
corneal,1.0,0.0,1.0
corneau,0.0,2.0,2.0
cornel,1.0,0.0,1.0
cornelia,1.0,0.0,1.0
corner,24.0,19.0,43.0
cornf,0.0,1.0,1.0
cornfield,3.0,0.0,3.0
corni,162.0,88.0,250.0
cornier,5.0,0.0,5.0
corniest,5.0,2.0,7.0
cornili,1.0,1.0,2.0
cornillac,0.0,1.0,1.0
cornish,1.0,7.0,8.0
cornwal,2.0,0.0,2.0
cornwel,1.0,0.0,1.0
corollari,2.0,0.0,2.0
coron,3.0,2.0,5.0
corona,1.0,0.0,1.0
coronado,0.0,1.0,1.0
coronari,0.0,1.0,1.0
coronet,0.0,1.0,1.0
corp,2.0,4.0,6.0
corpor,87.0,109.0,196.0
corps,18.0,7.0,25.0
corpsifi,0.0,1.0,1.0
corpul,2.0,1.0,3.0
corr,0.0,1.0,1.0
corrafac,1.0,0.0,1.0
corral,3.0,8.0,11.0
correct,355.0,302.0,657.0
correggio,0.0,1.0,1.0
corregidor,0.0,1.0,1.0
correl,2.0,4.0,6.0
correlli,1.0,0.0,1.0
correspond,14.0,28.0,42.0
corri,2.0,0.0,2.0
corridor,1.0,1.0,2.0
corrigan,3.0,4.0,7.0
corrin,0.0,2.0,2.0
corrina,0.0,2.0,2.0
corrobor,1.0,3.0,4.0
corrod,1.0,4.0,5.0
corros,5.0,10.0,15.0
corrug,2.0,0.0,2.0
corrupt,135.0,141.0,276.0
corsaut,0.0,1.0,1.0
corset,2.0,1.0,3.0
corsican,1.0,0.0,1.0
cort,4.0,0.0,4.0
cortes,4.0,2.0,6.0
cortez,5.0,7.0,12.0
cortigan,1.0,0.0,1.0
corusc,0.0,1.0,1.0
corvett,1.0,0.0,1.0
corward,0.0,1.0,1.0
cos,22.0,6.0,28.0
cosbi,5.0,0.0,5.0
coscarelli,3.0,0.0,3.0
cosett,1.0,0.0,1.0
cosgrov,7.0,0.0,7.0
cosi,3.0,5.0,8.0
cosmato,1.0,0.0,1.0
cosmet,8.0,8.0,16.0
cosmic,27.0,21.0,48.0
cosmo,10.0,3.0,13.0
cosmolog,0.0,2.0,2.0
cosmopolitan,4.0,5.0,9.0
cosmos,0.0,1.0,1.0
cossack,0.0,1.0,1.0
cossimo,0.0,1.0,1.0
cost,119.0,99.0,218.0
costa,9.0,9.0,18.0
costal,1.0,0.0,1.0
costanzo,1.0,0.0,1.0
costar,4.0,5.0,9.0
costarican,3.0,0.0,3.0
costco,0.0,2.0,2.0
costello,14.0,20.0,34.0
costi,0.0,1.0,1.0
costliest,0.0,1.0,1.0
costner,6.0,2.0,8.0
costum,103.0,100.0,203.0
cosway,1.0,0.0,1.0
cotang,0.0,1.0,1.0
cotb,1.0,0.0,1.0
cote,0.0,1.0,1.0
cothk,0.0,1.0,1.0
cotrona,1.0,0.0,1.0
cottag,0.0,3.0,3.0
cotten,11.0,4.0,15.0
cotton,3.0,0.0,3.0
cottonmouth,3.0,0.0,3.0
couch,36.0,53.0,89.0
coud,0.0,1.0,1.0
coudair,1.0,0.0,1.0
coudn,1.0,0.0,1.0
cough,33.0,17.0,50.0
cought,1.0,0.0,1.0
coulardeau,0.0,13.0,13.0
coulda,4.0,0.0,4.0
couldd,1.0,0.0,1.0
couldn,12.0,1.0,13.0
couldnt,5.0,3.0,8.0
couldrel,0.0,1.0,1.0
couldv,1.0,0.0,1.0
coulier,4.0,8.0,12.0
coulouri,0.0,5.0,5.0
coulson,1.0,0.0,1.0
council,1.0,2.0,3.0
counsel,15.0,10.0,25.0
counselor,1.0,1.0,2.0
count,301.0,221.0,522.0
countdown,4.0,0.0,4.0
counten,0.0,2.0,2.0
counter,30.0,54.0,84.0
counteract,9.0,5.0,14.0
counteratc,1.0,0.0,1.0
counterattack,0.0,1.0,1.0
counterbal,1.0,3.0,4.0
counterbalanc,2.0,4.0,6.0
countercultur,1.0,0.0,1.0
counterfeit,4.0,2.0,6.0
counterfiet,1.0,0.0,1.0
countermand,0.0,1.0,1.0
counteroff,0.0,1.0,1.0
counterpart,3.0,9.0,12.0
counterpoint,0.0,5.0,5.0
counterproduct,1.0,3.0,4.0
countertyp,4.0,0.0,4.0
counterweight,0.0,2.0,2.0
countess,2.0,2.0,4.0
counti,1.0,2.0,3.0
countless,75.0,86.0,161.0
countrifi,1.0,0.0,1.0
countrysid,1.0,5.0,6.0
coup,1.0,6.0,7.0
coupl,227.0,205.0,432.0
coupla,1.0,1.0,2.0
coupledom,0.0,1.0,1.0
courag,31.0,71.0,102.0
couric,0.0,1.0,1.0
courier,3.0,3.0,6.0
courius,0.0,1.0,1.0
cours,2.0,4.0,6.0
court,18.0,16.0,34.0
courtenay,0.0,5.0,5.0
courteous,2.0,3.0,5.0
courtesan,1.0,6.0,7.0
courtesi,3.0,2.0,5.0
courtin,1.0,0.0,1.0
courtland,0.0,2.0,2.0
courtmarti,0.0,2.0,2.0
courtne,1.0,0.0,1.0
courtney,3.0,4.0,7.0
courtroom,1.0,4.0,5.0
courtship,1.0,1.0,2.0
courtyard,1.0,0.0,1.0
cousi,0.0,1.0,1.0
cousin,9.0,12.0,21.0
cousteau,0.0,1.0,1.0
couturi,2.0,1.0,3.0
cove,1.0,0.0,1.0
covel,1.0,0.0,1.0
coven,4.0,10.0,14.0
cover,517.0,541.0,1058.0
coverd,0.0,1.0,1.0
covert,22.0,24.0,46.0
covet,11.0,24.0,35.0
covey,0.0,1.0,1.0
cow,24.0,11.0,35.0
cowa,0.0,2.0,2.0
cowan,1.0,0.0,1.0
coward,38.0,44.0,82.0
cowardic,2.0,1.0,3.0
cowardish,0.0,1.0,1.0
cowboy,29.0,31.0,60.0
cowel,2.0,0.0,2.0
cower,9.0,7.0,16.0
cowgirl,5.0,4.0,9.0
cowl,0.0,1.0,1.0
cowley,0.0,1.0,1.0
cowman,0.0,1.0,1.0
cowment,1.0,0.0,1.0
cowork,0.0,1.0,1.0
cowritten,1.0,0.0,1.0
cowrot,1.0,0.0,1.0
cowvinc,1.0,0.0,1.0
cox,11.0,21.0,32.0
coy,8.0,7.0,15.0
coyl,0.0,2.0,2.0
coyli,0.0,1.0,1.0
coyoacan,0.0,1.0,1.0
coyot,13.0,7.0,20.0
coz,6.0,4.0,10.0
cozi,10.0,16.0,26.0
cozier,0.0,1.0,1.0
cozumel,0.0,1.0,1.0
cp,1.0,0.0,1.0
cpl,0.0,1.0,1.0
cpr,0.0,1.0,1.0
cpt,2.0,2.0,4.0
cr,8.0,2.0,10.0
crab,7.0,3.0,10.0
crabb,0.0,2.0,2.0
crabbh,0.0,1.0,1.0
crabbi,2.0,0.0,2.0
crabtre,1.0,0.0,1.0
crack,140.0,172.0,312.0
cracker,1.0,3.0,4.0
crackerbarrel,1.0,0.0,1.0
crackerjack,1.0,4.0,5.0
crackhead,4.0,0.0,4.0
cracki,0.0,1.0,1.0
crackin,1.0,1.0,2.0
crackl,10.0,16.0,26.0
cracklin,0.0,1.0,1.0
crackpot,3.0,1.0,4.0
cradl,7.0,8.0,15.0
craft,91.0,297.0,388.0
crafti,6.0,18.0,24.0
craftier,0.0,1.0,1.0
craftili,1.0,3.0,4.0
craftmanship,0.0,1.0,1.0
craftsman,2.0,1.0,3.0
craftsmanship,0.0,1.0,1.0
craftsmen,0.0,1.0,1.0
craftspeopl,1.0,0.0,1.0
cragg,0.0,1.0,1.0
craggi,4.0,9.0,13.0
crahan,1.0,0.0,1.0
crai,0.0,2.0,2.0
craig,22.0,48.0,70.0
craigievar,0.0,1.0,1.0
crain,3.0,3.0,6.0
cral,0.0,1.0,1.0
cram,69.0,36.0,105.0
cramer,0.0,2.0,2.0
cramp,17.0,28.0,45.0
crane,2.0,2.0,4.0
cranial,4.0,2.0,6.0
crank,40.0,27.0,67.0
cranki,8.0,12.0,20.0
crap,241.0,27.0,268.0
crapfest,6.0,0.0,6.0
crapiest,2.0,0.0,2.0
crapola,2.0,0.0,2.0
crappest,2.0,0.0,2.0
crappi,451.0,76.0,527.0
crappier,3.0,0.0,3.0
crappiest,6.0,0.0,6.0
crappili,2.0,1.0,3.0
crapshoot,2.0,0.0,2.0
craptacular,3.0,1.0,4.0
craptast,8.0,0.0,8.0
crapul,1.0,0.0,1.0
crapulast,1.0,0.0,1.0
crash,192.0,122.0,314.0
crasher,0.0,1.0,1.0
crashtest,0.0,1.0,1.0
crass,17.0,5.0,22.0
crassli,5.0,4.0,9.0
cratchit,0.0,3.0,3.0
crate,5.0,2.0,7.0
crater,4.0,1.0,5.0
cravat,4.0,0.0,4.0
crave,30.0,52.0,82.0
craven,51.0,55.0,106.0
crawford,6.0,8.0,14.0
crawl,97.0,52.0,149.0
crawley,2.0,0.0,2.0
crawli,2.0,0.0,2.0
cray,3.0,0.0,3.0
crayola,1.0,0.0,1.0
crayon,3.0,2.0,5.0
craze,98.0,64.0,162.0
crazi,508.0,544.0,1052.0
crazier,8.0,19.0,27.0
craziest,2.0,5.0,7.0
crazili,5.0,5.0,10.0
creak,14.0,7.0,21.0
creaki,16.0,17.0,33.0
cream,3.0,9.0,12.0
creami,1.0,5.0,6.0
creampuff,1.0,0.0,1.0
creas,1.0,2.0,3.0
creasey,1.0,0.0,1.0
creasi,1.0,16.0,17.0
creat,1354.0,1834.0,3188.0
creation,1.0,4.0,5.0
creationist,1.0,0.0,1.0
creativ,313.0,425.0,738.0
creator,4.0,6.0,10.0
creatur,25.0,22.0,47.0
crecendo,1.0,0.0,1.0
cred,8.0,3.0,11.0
credenti,3.0,1.0,4.0
credibl,172.0,161.0,333.0
credit,183.0,141.0,324.0
credul,4.0,1.0,5.0
cree,3.0,2.0,5.0
creed,5.0,6.0,11.0
creek,35.0,14.0,49.0
creeli,1.0,0.0,1.0
creep,91.0,79.0,170.0
creepazoid,1.0,0.0,1.0
creepi,314.0,384.0,698.0
creepier,9.0,13.0,22.0
creepiest,12.0,24.0,36.0
creepili,6.0,5.0,11.0
creepshow,1.0,0.0,1.0
cregar,1.0,0.0,1.0
creighton,1.0,1.0,2.0
cremat,7.0,3.0,10.0
crematorium,1.0,1.0,2.0
creme,0.0,1.0,1.0
crenna,4.0,0.0,4.0
creol,0.0,1.0,1.0
crepe,1.0,0.0,1.0
crept,1.0,7.0,8.0
crescendo,1.0,0.0,1.0
crescent,1.0,3.0,4.0
cressida,1.0,0.0,1.0
crest,0.0,2.0,2.0
cresta,2.0,0.0,2.0
crestfallen,1.0,2.0,3.0
cretin,5.0,2.0,7.0
crevic,0.0,1.0,1.0
crew,91.0,73.0,164.0
cri,436.0,620.0,1056.0
criales,6.0,8.0,14.0
crib,5.0,7.0,12.0
cribbin,0.0,1.0,1.0
crichton,6.0,3.0,9.0
cricket,1.0,1.0,2.0
crikey,3.0,0.0,3.0
crim,0.0,1.0,1.0
crimani,1.0,0.0,1.0
crime,2.0,0.0,2.0
crimefight,0.0,1.0,1.0
crimin,227.0,291.0,518.0
crimmer,0.0,1.0,1.0
crimson,5.0,5.0,10.0
cring,193.0,65.0,258.0
cringeabl,1.0,0.0,1.0
cringer,2.0,0.0,2.0
cringeworthi,15.0,4.0,19.0
cringey,1.0,0.0,1.0
cringi,0.0,1.0,1.0
crinkl,2.0,0.0,2.0
cripe,3.0,0.0,3.0
crippl,54.0,83.0,137.0
cris,1.0,2.0,3.0
crise,0.0,2.0,2.0
crisi,1.0,0.0,1.0
crisp,26.0,57.0,83.0
crispen,0.0,4.0,4.0
crisper,2.0,0.0,2.0
crispi,0.0,2.0,2.0
crispian,0.0,1.0,1.0
crispin,2.0,10.0,12.0
crispli,1.0,2.0,3.0
criss,6.0,8.0,14.0
crisscross,0.0,1.0,1.0
cristal,1.0,4.0,5.0
cristi,0.0,5.0,5.0
cristian,2.0,1.0,3.0
cristiano,1.0,0.0,1.0
cristin,0.0,1.0,1.0
cristina,3.0,7.0,10.0
cristo,1.0,2.0,3.0
cristoph,1.0,1.0,2.0
criswel,1.0,0.0,1.0
crit,1.0,0.0,1.0
criteria,1.0,0.0,1.0
criterion,1.0,1.0,2.0
critial,0.0,1.0,1.0
critic,321.0,471.0,792.0
criticis,15.0,46.0,61.0
criticz,0.0,1.0,1.0
critiqu,28.0,19.0,47.0
critis,2.0,1.0,3.0
critiz,0.0,4.0,4.0
critter,5.0,1.0,6.0
cro,1.0,0.0,1.0
croak,6.0,2.0,8.0
croaki,0.0,1.0,1.0
croasdel,1.0,0.0,1.0
croat,3.0,0.0,3.0
croatia,2.0,0.0,2.0
croatian,7.0,2.0,9.0
croc,8.0,6.0,14.0
crochet,3.0,0.0,3.0
crocibl,1.0,0.0,1.0
crock,1.0,0.0,1.0
crockett,0.0,1.0,1.0
crocki,3.0,0.0,3.0
crockzilla,0.0,1.0,1.0
crocodil,24.0,21.0,45.0
crocteas,1.0,0.0,1.0
croft,6.0,14.0,20.0
cromarti,1.0,0.0,1.0
crome,1.0,0.0,1.0
cromoson,1.0,0.0,1.0
cromwel,5.0,4.0,9.0
crone,1.0,0.0,1.0
croneberg,0.0,1.0,1.0
cronenberg,4.0,16.0,20.0
cronenbergi,0.0,1.0,1.0
cronenburg,0.0,2.0,2.0
croni,1.0,0.0,1.0
cronica,0.0,1.0,1.0
cronjag,0.0,1.0,1.0
cronkit,1.0,1.0,2.0
cronyn,0.0,1.0,1.0
crook,47.0,69.0,116.0
crooked,0.0,1.0,1.0
croon,3.0,9.0,12.0
crop,20.0,11.0,31.0
cropper,1.0,1.0,2.0
croquet,1.0,0.0,1.0
crosbi,5.0,13.0,18.0
crosland,0.0,1.0,1.0
cross,234.0,276.0,510.0
crossbow,4.0,0.0,4.0
crossbre,0.0,1.0,1.0
crosscut,1.0,0.0,1.0
crossdraw,0.0,1.0,1.0
crossdress,1.0,0.0,1.0
crossfir,0.0,8.0,8.0
crossroad,1.0,0.0,1.0
crossword,1.0,1.0,2.0
crotch,2.0,1.0,3.0
crotcheti,0.0,1.0,1.0
crother,0.0,1.0,1.0
crouch,25.0,24.0,49.0
croud,0.0,1.0,1.0
crous,0.0,3.0,3.0
crout,0.0,1.0,1.0
crow,17.0,22.0,39.0
crowbar,1.0,0.0,1.0
crowd,79.0,97.0,176.0
crowhaven,2.0,1.0,3.0
crowhurst,0.0,23.0,23.0
crown,36.0,53.0,89.0
croydon,1.0,0.0,1.0
crp,1.0,0.0,1.0
crreeepi,0.0,1.0,1.0
crrrazzee,1.0,0.0,1.0
crucial,88.0,117.0,205.0
crucibl,2.0,2.0,4.0
crucifi,21.0,13.0,34.0
crucifixion,0.0,1.0,1.0
crud,2.0,0.0,2.0
cruddi,11.0,6.0,17.0
crude,110.0,67.0,177.0
cruder,2.0,3.0,5.0
crudest,1.0,2.0,3.0
crudup,2.0,0.0,2.0
cruel,146.0,110.0,256.0
cruela,1.0,0.0,1.0
crueler,1.0,2.0,3.0
cruelest,1.0,1.0,2.0
cruella,2.0,6.0,8.0
crueller,1.0,0.0,1.0
cruelli,12.0,19.0,31.0
cruelti,0.0,2.0,2.0
cruic,0.0,1.0,1.0
cruis,27.0,26.0,53.0
cruiser,2.0,4.0,6.0
cruiserweight,0.0,6.0,6.0
cruisweight,1.0,0.0,1.0
crumb,1.0,2.0,3.0
crumbi,0.0,2.0,2.0
crumbl,23.0,45.0,68.0
crumen,2.0,0.0,2.0
crummi,30.0,8.0,38.0
crummier,1.0,0.0,1.0
crumpet,0.0,2.0,2.0
crumpl,7.0,1.0,8.0
crunch,10.0,7.0,17.0
cruncher,0.0,1.0,1.0
crusad,11.0,6.0,17.0
cruse,0.0,1.0,1.0
crush,104.0,96.0,200.0
crusierweight,0.0,1.0,1.0
crustacean,1.0,0.0,1.0
crusti,12.0,11.0,23.0
crutch,0.0,2.0,2.0
cruz,1.0,4.0,5.0
crybabi,0.0,1.0,1.0
cryer,1.0,0.0,1.0
cryo,1.0,0.0,1.0
cryofreez,1.0,0.0,1.0
cryogen,9.0,2.0,11.0
crypt,4.0,0.0,4.0
cryptic,25.0,20.0,45.0
cryptologist,1.0,0.0,1.0
cryptozoologist,1.0,0.0,1.0
crystal,59.0,95.0,154.0
crystallin,1.0,2.0,3.0
crystina,4.0,0.0,4.0
crytal,1.0,0.0,1.0
cs,1.0,0.0,1.0
csi,17.0,5.0,22.0
csupo,0.0,1.0,1.0
ct,0.0,2.0,2.0
ctor,2.0,0.0,2.0
ctu,0.0,1.0,1.0
ctv,1.0,0.0,1.0
cu,4.0,4.0,8.0
cuar,0.0,1.0,1.0
cuasi,0.0,1.0,1.0
cub,2.0,4.0,6.0
cuba,18.0,30.0,48.0
cuban,13.0,20.0,33.0
cubbi,1.0,0.0,1.0
cube,11.0,4.0,15.0
cubic,5.0,3.0,8.0
cubitt,0.0,2.0,2.0
cuckold,7.0,7.0,14.0
cuckoo,3.0,2.0,5.0
cucumb,1.0,0.0,1.0
cudd,21.0,19.0,40.0
cuddi,1.0,0.0,1.0
cuddl,5.0,10.0,15.0
cude,2.0,0.0,2.0
cudo,0.0,1.0,1.0
cue,21.0,7.0,28.0
cuervo,1.0,0.0,1.0
cuf,0.0,1.0,1.0
cuff,5.0,1.0,6.0
cuisin,0.0,1.0,1.0
cujo,4.0,1.0,5.0
cukko,0.0,1.0,1.0
cukor,4.0,5.0,9.0
culinari,2.0,7.0,9.0
culkin,6.0,5.0,11.0
cull,9.0,10.0,19.0
cullen,0.0,7.0,7.0
culloden,0.0,1.0,1.0
culmin,39.0,47.0,86.0
culott,0.0,1.0,1.0
culp,0.0,2.0,2.0
culpabl,3.0,2.0,5.0
culprit,1.0,0.0,1.0
cult,55.0,70.0,125.0
cultic,1.0,0.0,1.0
cultish,4.0,3.0,7.0
cultist,1.0,2.0,3.0
cultiv,11.0,14.0,25.0
cultur,159.0,256.0,415.0
culver,1.0,2.0,3.0
cum,20.0,17.0,37.0
cumbersom,5.0,2.0,7.0
cumul,7.0,4.0,11.0
cun,19.0,56.0,75.0
cunda,1.0,0.0,1.0
cundieff,0.0,1.0,1.0
cunningham,3.0,11.0,14.0
cunti,0.0,1.0,1.0
cuomo,1.0,0.0,1.0
cuor,1.0,0.0,1.0
cup,3.0,5.0,8.0
cupboard,2.0,1.0,3.0
cupid,2.0,8.0,10.0
cur,49.0,68.0,117.0
curabl,0.0,1.0,1.0
curat,0.0,2.0,2.0
curatola,0.0,1.0,1.0
curb,2.0,10.0,12.0
curdel,0.0,1.0,1.0
curdl,7.0,5.0,12.0
cure,77.0,73.0,150.0
curfew,3.0,1.0,4.0
curi,0.0,2.0,2.0
curio,3.0,1.0,4.0
curios,0.0,3.0,3.0
curious,284.0,282.0,566.0
curl,20.0,19.0,39.0
curmudgeon,0.0,5.0,5.0
curr,0.0,3.0,3.0
curren,0.0,1.0,1.0
current,322.0,461.0,783.0
curri,7.0,11.0,18.0
curricular,2.0,1.0,3.0
curriculum,1.0,0.0,1.0
currier,0.0,2.0,2.0
curs,122.0,81.0,203.0
cursa,1.0,0.0,1.0
cursori,6.0,8.0,14.0
cursorili,1.0,0.0,1.0
curt,2.0,2.0,4.0
curtail,5.0,5.0,10.0
curtain,2.0,4.0,6.0
curtberth,0.0,1.0,1.0
curti,2.0,11.0,13.0
curtiz,1.0,10.0,11.0
curv,4.0,6.0,10.0
curvac,5.0,1.0,6.0
curvaci,1.0,0.0,1.0
curvi,4.0,4.0,8.0
cus,0.0,1.0,1.0
cusack,4.0,11.0,15.0
cush,43.0,50.0,93.0
cushi,1.0,2.0,3.0
cushion,1.0,1.0,2.0
cusp,0.0,1.0,1.0
cuss,13.0,10.0,23.0
custard,0.0,2.0,2.0
custer,1.0,25.0,26.0
custodi,1.0,4.0,5.0
custodian,0.0,1.0,1.0
custom,4.0,6.0,10.0
customari,8.0,17.0,25.0
customarili,0.0,1.0,1.0
customis,1.0,3.0,4.0
cut,1128.0,709.0,1837.0
cutaway,1.0,1.0,2.0
cute,388.0,448.0,836.0
cuter,5.0,2.0,7.0
cutesi,8.0,10.0,18.0
cutest,6.0,15.0,21.0
cuthbert,2.0,5.0,7.0
cuti,3.0,8.0,11.0
cutiest,0.0,1.0,1.0
cutish,1.0,0.0,1.0
cutout,5.0,2.0,7.0
cutsi,0.0,1.0,1.0
cutter,2.0,5.0,7.0
cutthroat,0.0,2.0,2.0
cuum,0.0,1.0,1.0
cuuuuut,1.0,0.0,1.0
cuz,9.0,11.0,20.0
cv,1.0,0.0,1.0
cvetic,5.0,0.0,5.0
cvs,1.0,1.0,2.0
cw,1.0,3.0,4.0
cy,2.0,0.0,2.0
cya,1.0,0.0,1.0
cyan,2.0,0.0,2.0
cyanid,2.0,1.0,3.0
cyber,8.0,3.0,11.0
cyberman,0.0,2.0,2.0
cybermen,0.0,1.0,1.0
cybernet,1.0,0.0,1.0
cyberpunk,0.0,2.0,2.0
cybersix,0.0,1.0,1.0
cybertron,1.0,0.0,1.0
cybil,4.0,5.0,9.0
cyborg,27.0,6.0,33.0
cyborgish,1.0,0.0,1.0
cycl,3.0,7.0,10.0
cyclic,2.0,8.0,10.0
cyclon,0.0,2.0,2.0
cyclop,0.0,2.0,2.0
cyd,1.0,2.0,3.0
cyf,3.0,0.0,3.0
cylind,1.0,1.0,2.0
cylindr,3.0,0.0,3.0
cylon,1.0,0.0,1.0
cymbal,0.0,6.0,6.0
cymbalin,1.0,1.0,2.0
cyndi,5.0,1.0,6.0
cynic,128.0,203.0,331.0
cynodont,0.0,1.0,1.0
cynthia,12.0,9.0,21.0
cypher,1.0,6.0,7.0
cyprus,0.0,1.0,1.0
cyrano,0.0,1.0,1.0
cyril,1.0,3.0,4.0
cyrus,0.0,1.0,1.0
cytown,1.0,0.0,1.0
czar,1.0,2.0,3.0
czarina,0.0,2.0,2.0
czarist,0.0,1.0,1.0
czech,12.0,55.0,67.0
czechia,0.0,1.0,1.0
czechoslovak,0.0,3.0,3.0
czechoslovakia,1.0,0.0,1.0
czechoslovakian,0.0,1.0,1.0
da,10.0,15.0,25.0
daa,1.0,0.0,1.0
daaaaaaaaaaaaaaaaaddddddddd,1.0,0.0,1.0
daan,1.0,0.0,1.0
daarl,1.0,0.0,1.0
dab,3.0,5.0,8.0
dabb,0.0,1.0,1.0
dabbl,7.0,13.0,20.0
dabney,2.0,1.0,3.0
dachau,0.0,2.0,2.0
dacoit,0.0,1.0,1.0
dad,52.0,62.0,114.0
dada,1.0,1.0,2.0
dadaist,1.0,0.0,1.0
daddi,50.0,33.0,83.0
dadi,1.0,0.0,1.0
dae,7.0,0.0,7.0
daei,0.0,1.0,1.0
daemon,1.0,0.0,1.0
daerden,1.0,0.0,1.0
daffi,7.0,46.0,53.0
daffili,0.0,1.0,1.0
dafo,14.0,2.0,16.0
daft,17.0,6.0,23.0
dafter,1.0,0.0,1.0
dag,3.0,0.0,3.0
dagger,1.0,2.0,3.0
daggett,1.0,0.0,1.0
daggi,0.0,1.0,1.0
daghlian,0.0,1.0,1.0
dagmar,0.0,2.0,2.0
dagoba,0.0,1.0,1.0
dagobah,0.0,1.0,1.0
dagon,1.0,0.0,1.0
dah,1.0,0.0,1.0
dahl,4.0,2.0,6.0
dahlberg,1.0,0.0,1.0
dahlia,1.0,1.0,2.0
dahmer,15.0,3.0,18.0
dai,0.0,3.0,3.0
daiei,0.0,1.0,1.0
dailey,0.0,1.0,1.0
daili,112.0,217.0,329.0
daimajin,0.0,2.0,2.0
daimyo,1.0,0.0,1.0
dainiken,1.0,0.0,1.0
dainti,2.0,0.0,2.0
daintili,2.0,0.0,2.0
dainton,0.0,1.0,1.0
dairi,1.0,0.0,1.0
daisey,0.0,1.0,1.0
daisi,12.0,5.0,17.0
dakar,0.0,2.0,2.0
dakota,11.0,6.0,17.0
dakus,0.0,1.0,1.0
dal,1.0,0.0,1.0
dalai,1.0,1.0,2.0
dale,6.0,19.0,25.0
dalek,3.0,5.0,8.0
daleko,0.0,1.0,1.0
dalen,0.0,1.0,1.0
daley,0.0,1.0,1.0
dali,2.0,7.0,9.0
dalia,0.0,1.0,1.0
dalian,0.0,1.0,1.0
dalibor,1.0,0.0,1.0
dalio,0.0,1.0,1.0
dall,0.0,1.0,1.0
dalla,14.0,13.0,27.0
dallasian,1.0,0.0,1.0
dallesandro,1.0,5.0,6.0
